행정구,동,0
강남구,논현동,7
강남구,대치동,1
강남구,도곡동,2
강남구,수서동,1
강남구,역삼동,4
강남구,율현동,1
강남구,일원동,1
강남구,자곡동,1
강남구,청담동,2
강동구,강일동,3
강동구,길동,2
강동구,명일동,5
강동구,성내동,3
강동구,암사동,6
강동구,천호동,9
강북구,미아동,15
강북구,번동,5
강북구,수유동,7
강북구,우이동,1
강서구,가양동,4
강서구,공항동,4
강서구,등촌동,4
강서구,마곡동,2
강서구,방화동,4
강서구,염창동,1
강서구,외발산동,1
강서구,화곡동,25
관악구,봉천동,12
관악구,신림동,14
광진구,광장동,1
광진구,구의동,5
광진구,능동,1
광진구,자양동,4
광진구,중곡동,5
광진구,화양동,2
구로구,가리봉동,1
구로구,개봉동,1
구로구,구로동,7
구로구,신도림동,1
구로구,온수동,1
구로구,항동,2
금천구,독산동,4
금천구,시흥동,7
노원구,공릉동,5
노원구,상계동,11
노원구,월계동,3
노원구,중계동,7
노원구,하계동,1
도봉구,도봉동,2
도봉구,방학동,2
도봉구,쌍문동,1
도봉구,창동,5
동대문구,답십리동,2
동대문구,용두동,1
동대문구,장안동,5
동대문구,전농동,2
동대문구,제기동,1
동대문구,회기동,1
동대문구,휘경동,2
동작구,노량진동,2
동작구,대방동,1
동작구,사당동,3
동작구,상도동,6
동작구,신대방동,2
마포구,노고산동,1
마포구,당인동,2
마포구,대흥동,1
마포구,동교동,1
마포구,망원동,2
마포구,상암동,1
마포구,성산동,3
마포구,신수동,1
마포구,아현동,1
마포구,염리동,2
마포구,중동,1
마포구,창전동,1
서대문구,남가좌동,2
서대문구,북가좌동,2
서대문구,연희동,2
서대문구,영천동,2
서대문구,창천동,2
서대문구,홍은동,2
서대문구,홍제동,2
서초구,반포동,7
서초구,방배동,2
서초구,서초동,4
서초구,우면동,1
서초구,잠원동,1
성동구,금호동2가,3
성동구,마장동,1
성동구,성수동1가,4
성동구,성수동2가,2
성동구,송정동,1
성동구,옥수동,1
성동구,하왕십리동,1
성동구,행당동,1
성북구,길음동,3
성북구,돈암동,3
성북구,동선동5가,1
성북구,석관동,1
성북구,장위동,1
성북구,정릉동,3
성북구,종암동,2
성북구,하월곡동,2
송파구,가락동,4
송파구,거여동,3
송파구,문정동,3
송파구,방이동,2
송파구,삼전동,1
송파구,석촌동,2
송파구,송파동,4
송파구,신천동,2
송파구,오금동,3
송파구,잠실동,2
송파구,풍납동,3
양천구,목동,2
양천구,신월동,6
양천구,신정동,5
영등포구,당산동6가,1
영등포구,대림동,6
영등포구,도림동,1
영등포구,문래동3가,1
영등포구,신길동,1
영등포구,양평동4가,1
영등포구,양평동6가,1
용산구,갈월동,1
용산구,보광동,3
용산구,원효로3가,1
용산구,청파동3가,1
용산구,한강로2가,1
용산구,효창동,1
은평구,갈현동,4
은평구,구산동,2
은평구,녹번동,1
은평구,대조동,1
은평구,불광동,1
은평구,신사동,3
은평구,역촌동,2
은평구,응암동,7
은평구,증산동,2
은평구,진관동,3
종로구,충신동,1
종로구,평창동,1
중구,신당동,1
중랑구,망우동,4
중랑구,면목동,6
중랑구,묵동,3
중랑구,신내동,1
중랑구,중화동,1
